gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,most_frequent_action,most_frequent_action_type,most_frequent_action_detail,most_frequent_device_type,most_frequent_secs_elapsed
0,26,0,0,5,5,7,3,2,6,6,US,110,2,73,8,22.0
1,35,1,0,5,2,3,6,2,3,23,US,114,2,73,6,40.0
2,30,1,25,5,2,3,6,3,8,0,NDF,114,7,68,11,37.0
2,24,0,0,23,5,7,3,2,3,23,NDF,110,2,73,6,17.0
2,22,0,0,5,2,3,0,2,3,10,NDF,110,7,73,6,2.0
2,34,0,25,23,2,3,6,3,7,0,NDF,114,7,68,10,28.0
0,24,0,25,5,2,3,6,3,8,0,ES,114,2,73,11,0.0
2,23,0,0,5,2,3,6,2,3,6,US,114,7,11,6,4.0
1,47,0,0,5,6,7,3,2,3,23,US,48,7,21,6,39.0
2,34,1,0,5,5,7,3,2,3,6,other,24,3,25,6,3046.0
2,30,2,12,5,2,3,6,0,4,0,NDF,114,7,43,2,150.0
2,52,0,25,5,2,3,6,3,8,0,NDF,114,7,68,11,8.0
0,66,0,0,5,2,3,0,2,3,23,NDF,60,0,0,6,563.0
1,58,0,0,5,2,3,3,2,6,6,US,110,2,73,8,4.0
1,25,1,0,5,2,3,6,2,3,23,US,22,3,14,6,244.0
0,54,0,0,5,5,7,3,2,6,6,other,45,4,20,8,350.0
0,68,0,0,5,2,3,6,2,3,23,NDF,45,7,20,6,909.0
1,49,0,0,5,6,7,3,2,3,23,NDF,131,6,63,6,167.0
2,58,0,0,5,2,3,6,2,3,10,NDF,45,7,20,6,17.0
1,39,0,0,5,5,7,3,2,3,6,US,131,7,63,6,404.0
1,27,1,23,5,2,3,6,0,0,0,NDF,114,7,43,2,76.0
1,48,0,0,5,5,7,3,2,6,6,US,131,6,63,8,6.0
2,24,0,25,5,2,3,6,3,8,0,NDF,114,7,68,11,78.0
2,78,1,23,5,2,3,6,0,0,0,NDF,114,7,43,2,302.0
0,43,0,0,5,5,7,3,2,3,10,NDF,114,7,73,6,16.0
0,56,0,0,5,7,7,3,2,6,6,US,110,7,73,8,157.0
1,33,0,0,5,2,3,4,2,6,6,NDF,62,7,0,8,6.0
1,48,1,0,5,5,7,3,2,6,11,US,56,3,25,8,57.0
2,25,1,0,5,2,3,5,2,7,17,NDF,65,0,0,10,582.0
1,28,1,0,5,7,7,0,2,6,6,other,106,6,45,8,0.0
2,25,0,0,5,2,3,3,2,6,10,NDF,96,0,0,8,125.0
2,25,1,25,5,2,3,6,3,8,0,NDF,4,0,0,11,82.0
1,19,0,0,5,2,3,6,2,6,6,NDF,7,2,14,8,7.0
2,47,1,0,5,2,3,6,2,6,11,NDF,24,6,32,8,579.0
2,54,1,0,5,2,3,3,2,6,6,US,56,3,25,8,483.0
2,27,1,25,5,2,3,6,3,8,0,ES,114,7,68,11,2.0
0,38,0,24,5,2,3,3,1,3,23,NDF,97,7,37,6,12.0
0,27,0,0,5,2,3,6,2,3,6,NDF,15,2,11,6,2.0
1,28,0,0,5,5,7,0,2,6,6,US,114,7,43,8,6.0
2,29,1,0,5,2,3,6,2,3,23,NDF,48,0,0,6,26.0
2,27,0,25,5,2,3,6,3,8,0,other,109,2,73,11,20.0
0,44,0,0,5,2,3,3,2,3,23,US,45,7,20,6,360.0
1,20,1,25,5,2,3,6,3,8,0,NDF,114,7,73,11,33.0
1,36,0,0,5,2,3,6,2,6,6,NDF,131,7,63,8,174.0
0,51,0,0,5,2,3,6,2,3,23,other,114,7,75,6,88.0
2,35,1,0,5,2,3,6,2,6,6,US,62,7,37,8,492.0
1,26,1,0,5,2,3,6,2,6,6,NDF,114,7,0,8,522.0
1,21,0,0,5,7,5,0,2,6,6,US,56,3,73,8,4.0
1,35,1,0,5,2,3,6,2,3,6,US,114,7,43,6,12.0
1,21,0,0,5,2,3,6,2,3,6,US,114,7,37,6,14.0
0,25,0,0,5,2,3,0,2,6,6,NDF,114,7,73,8,32.0
1,43,1,25,5,2,3,6,3,8,0,NDF,114,7,68,11,6.0
1,31,0,0,5,5,7,3,2,3,6,other,114,7,0,6,42.0
2,63,0,0,5,7,7,0,2,3,6,US,114,3,43,6,44.0
0,32,0,0,5,2,3,6,2,6,6,NDF,114,2,73,8,66.0
1,33,0,0,5,2,3,6,2,3,10,other,131,7,0,6,539.0
1,27,1,0,5,5,7,3,2,3,6,NDF,114,3,73,6,1.0
2,28,0,0,5,2,3,0,2,3,6,NDF,48,7,0,6,21.0
2,41,0,0,5,2,3,0,2,6,6,NDF,114,7,43,8,5.0
1,30,0,0,5,2,3,6,2,6,11,US,106,7,45,8,454.0
0,69,0,0,5,6,7,3,2,6,6,US,22,3,14,8,304.0
2,32,1,0,5,2,3,0,2,3,6,NDF,45,7,20,6,127.0
1,19,0,25,5,2,3,6,3,8,0,NDF,114,3,68,11,22.0
0,31,0,0,5,2,3,6,2,3,6,US,114,7,37,6,29.0
2,32,1,0,5,2,3,0,2,6,10,NDF,45,7,20,8,131.0
2,36,0,0,5,2,3,6,2,8,0,NDF,114,7,43,8,47.0
1,26,1,0,5,7,7,0,2,3,6,US,106,7,77,6,0.0
2,30,1,0,5,2,3,3,2,3,23,NDF,110,2,73,6,246.0
2,33,2,12,5,2,3,6,0,0,0,NDF,109,2,73,2,529.0
2,26,1,23,5,2,3,0,0,6,6,US,109,2,73,2,47.0
2,35,0,0,5,2,3,6,2,6,11,US,43,0,0,8,287.0
2,36,0,0,5,2,3,5,2,3,23,US,131,6,63,6,56.0
0,34,0,0,5,2,3,0,2,6,10,US,110,2,73,8,70.0
2,35,0,0,5,5,7,3,2,3,23,NDF,114,7,43,6,54.0
1,22,1,25,5,2,3,6,3,8,0,NDF,114,7,0,11,28.0
0,34,0,0,5,2,3,6,2,3,6,US,76,7,1,6,313.0
2,42,0,0,5,2,3,3,2,3,10,US,110,7,73,6,20.0
0,24,0,25,5,2,3,6,3,8,0,US,4,0,0,11,25.0
1,33,1,0,5,2,3,6,2,3,10,NDF,48,2,21,6,1.0
2,49,0,0,5,2,3,6,2,3,23,US,114,7,0,6,27.0
2,36,0,0,5,2,3,0,2,7,17,NDF,48,7,0,10,76.0
2,33,0,0,5,5,7,3,2,3,6,NDF,114,7,73,6,19.0
1,39,1,25,5,2,3,6,3,8,0,US,114,7,68,11,3.0
2,32,0,0,5,2,3,6,2,3,23,NDF,114,7,43,6,54.0
1,23,1,25,5,2,3,6,3,8,0,NDF,114,0,0,11,15.0
1,66,0,0,5,6,7,3,2,3,23,US,22,3,14,6,474.0
1,31,0,0,5,2,3,6,2,3,10,other,62,7,37,6,35.0
0,58,0,25,5,2,3,6,3,8,0,NDF,114,3,0,11,32.0
1,43,1,0,5,2,3,6,2,6,10,NDF,24,3,0,8,42.0
2,24,1,25,5,2,3,6,3,8,0,NDF,4,0,0,11,51.0
1,38,0,0,5,2,3,6,2,3,6,NDF,49,7,0,6,35.0
1,27,1,0,5,5,7,3,2,3,23,NDF,114,7,0,6,17.0
1,50,0,0,5,2,3,6,2,3,23,US,45,7,20,6,0.0
1,24,0,0,5,5,7,6,2,6,6,US,56,3,25,8,66.0
0,27,0,0,5,2,3,6,2,3,23,NDF,114,7,73,6,0.0
1,56,0,0,5,2,3,0,2,6,11,NDF,46,0,0,8,39.0
2,53,1,0,5,5,7,3,2,6,6,US,114,3,11,8,19.0
1,65,0,0,5,2,3,0,2,3,10,US,106,7,45,6,0.0
2,52,0,0,5,2,3,0,2,6,10,NL,110,2,73,8,13.0
0,29,0,24,5,2,3,0,1,3,6,US,114,7,73,6,46.0
1,33,0,0,5,2,3,6,2,3,10,US,62,7,0,6,11.0
2,33,0,0,5,2,3,0,2,6,10,NDF,62,7,73,8,648.0
2,33,1,0,5,2,3,0,2,3,10,US,48,7,21,6,26.0
1,20,1,0,5,7,5,0,2,3,6,NDF,114,7,73,6,43.0
2,30,0,24,5,2,3,6,1,0,2,NDF,62,0,0,2,26.0
1,29,0,0,5,2,3,0,2,3,10,US,97,7,37,6,0.0
2,63,1,0,5,5,7,3,2,6,6,US,114,7,73,8,69.0
2,33,0,0,5,2,3,0,2,6,6,US,114,7,43,8,6.0
1,32,0,0,5,2,3,6,2,3,23,NDF,131,6,63,6,1186.0
0,31,0,25,5,2,3,6,3,8,0,US,114,7,68,11,36.0
2,27,1,25,5,2,3,6,3,8,0,NDF,114,3,68,11,0.0
1,21,1,25,5,2,3,6,3,8,0,NDF,114,7,0,11,10.0
0,28,0,0,5,2,3,6,2,6,6,US,13,0,0,8,591.0
2,32,1,25,5,2,3,6,3,8,0,NDF,109,2,73,11,29.0
2,30,1,25,6,2,3,6,3,8,0,NDF,114,7,68,11,20.0
1,41,0,0,5,7,7,0,2,3,6,US,45,2,20,6,22.0
2,28,0,0,5,2,3,6,2,6,6,US,110,2,73,8,10.0
1,29,0,0,5,2,3,0,2,3,23,NDF,114,7,0,6,19.0
2,39,1,23,5,2,3,6,0,0,0,NDF,114,7,0,2,13.0
2,20,0,0,5,2,3,6,2,3,6,NDF,114,7,37,6,67.0
2,21,1,0,5,5,7,3,2,3,23,ES,30,7,7,6,792.0
1,30,0,0,5,2,3,6,2,3,6,US,110,2,73,6,1.0
1,32,1,25,5,2,3,6,3,8,0,other,109,2,73,11,94.0
0,33,0,0,5,2,3,6,2,8,17,US,114,7,43,11,90.0
1,28,0,0,5,2,3,6,2,3,6,US,45,7,20,6,221.0
1,25,1,0,5,2,3,0,2,3,10,NDF,114,2,73,6,7.0
2,28,0,0,5,2,3,6,2,6,6,US,56,3,25,8,0.0
1,26,1,0,5,2,3,6,2,3,23,NDF,24,3,25,6,1092.0
2,27,1,24,5,2,3,6,2,8,17,US,45,0,0,6,164.0
1,32,0,0,5,2,3,6,2,6,6,US,106,7,45,8,0.0
0,19,0,0,5,2,3,6,2,6,11,NDF,131,6,63,8,127.0
1,44,1,0,5,6,7,3,2,3,23,NDF,114,7,73,6,10.0
2,37,0,0,5,2,3,0,2,3,6,US,114,7,73,6,15.0
1,22,1,0,5,2,3,6,2,3,6,US,128,7,77,6,567.0
1,46,1,0,5,2,3,6,2,7,17,other,114,7,43,10,70.0
2,27,1,0,5,2,3,6,2,6,6,NDF,131,6,63,8,176.0
1,31,1,0,5,2,3,0,2,6,11,NDF,114,3,43,8,85.0
1,25,1,0,5,2,3,0,2,3,23,US,114,7,73,6,35.0
2,24,1,0,5,5,7,3,2,6,6,US,114,2,59,8,1.0
1,44,0,0,5,5,7,6,2,3,23,NDF,131,6,63,6,104.0
1,28,1,0,5,2,3,0,2,6,6,US,114,7,43,8,49.0
0,34,0,0,5,2,3,3,2,3,6,US,30,7,7,6,500.0
2,32,1,25,5,2,3,6,3,8,0,NDF,109,2,73,11,85.0
1,34,0,0,5,5,7,0,2,3,10,NDF,114,2,73,6,10.0
2,39,0,0,5,2,3,6,2,3,10,NDF,56,7,25,6,150.0
0,19,2,12,5,2,3,6,0,0,0,NDF,109,2,73,2,6.0
1,27,0,25,5,2,3,6,3,8,0,NDF,114,7,68,11,65.0
2,49,0,0,5,5,7,6,2,7,17,NDF,4,7,0,10,28.0
1,34,0,0,5,5,7,6,2,6,11,NDF,114,7,43,8,47.0
2,25,0,0,5,2,3,0,2,6,15,other,114,7,0,8,45.0
1,33,1,0,5,2,3,0,2,3,6,NDF,62,7,37,6,15.0
1,24,1,25,5,2,3,6,3,8,0,NDF,114,3,0,11,1.0
1,21,0,0,5,7,7,3,2,3,6,FR,56,3,25,6,25.0
0,35,0,0,5,2,3,6,2,1,11,NDF,62,7,73,7,618.0
2,31,0,0,5,2,3,6,2,6,6,CA,131,7,63,8,35.0
2,59,0,0,5,2,3,0,2,3,6,US,114,7,43,6,48.0
1,26,1,0,5,2,3,0,2,3,23,IT,114,3,75,6,1.0
1,25,1,0,5,5,7,6,2,3,10,US,114,7,73,8,21.0
1,30,0,0,5,2,3,6,2,6,6,NDF,114,7,21,8,8.0
2,40,0,25,5,2,3,6,3,8,0,US,107,3,70,11,13.0
1,31,1,0,5,5,7,3,2,3,23,NDF,102,7,49,6,253.0
2,28,1,25,5,2,3,6,3,8,0,NDF,114,7,0,11,1.0
1,30,0,25,5,2,3,6,3,8,0,NDF,4,3,0,11,41.0
0,57,0,0,5,2,3,6,2,6,6,US,114,7,43,8,1.0
1,33,1,25,5,2,3,6,3,8,0,NDF,114,3,0,11,11.0
1,25,0,0,5,2,3,0,2,3,6,US,131,7,63,6,11.0
1,19,0,0,5,2,3,0,2,3,10,NDF,131,6,63,6,30.0
1,21,1,25,5,2,3,6,3,8,0,other,114,7,68,11,15.0
2,33,0,0,5,2,3,3,2,3,23,CA,60,0,0,6,117.0
2,34,0,0,5,5,7,5,2,3,23,US,43,7,28,6,1617.0
1,26,1,0,5,7,7,0,2,6,6,NDF,56,6,25,8,248.0
2,32,0,0,5,5,7,3,2,6,6,NDF,114,7,11,8,4.0
2,26,1,0,5,2,3,6,2,3,6,US,114,7,0,6,86.0
0,31,0,0,5,2,3,6,2,6,10,US,60,0,0,8,698.0
1,28,1,0,5,5,7,3,2,2,6,NDF,114,3,59,4,37.0
0,65,0,0,5,2,3,0,2,6,11,US,114,3,75,8,7.0
2,22,1,25,5,2,3,6,3,8,0,NDF,114,7,0,11,8.0
1,26,1,0,5,5,7,3,2,3,6,NDF,131,6,63,6,75.0
2,34,0,25,5,2,3,6,3,8,0,US,114,7,68,11,56.0
2,34,0,0,5,2,3,6,2,6,6,US,114,7,73,8,42.0
0,41,0,0,5,5,7,3,2,7,17,US,62,7,0,10,14.0
2,31,1,25,5,2,3,6,3,8,0,NDF,114,3,68,11,3.0
1,31,1,25,5,2,3,6,3,8,0,US,114,3,0,11,10.0
2,33,1,0,5,3,6,0,2,6,6,US,22,3,14,8,291.0
0,46,0,0,5,7,7,0,2,6,11,NDF,60,0,0,8,2.0
2,54,1,0,5,2,3,0,2,6,6,other,110,2,73,8,12.0
2,33,1,0,5,5,7,3,2,6,6,NDF,114,7,43,8,147.0
2,29,0,0,5,2,3,6,2,6,10,NDF,114,7,73,8,30.0
1,31,1,0,5,6,7,3,2,6,6,NDF,110,2,73,8,593.0
1,34,0,0,5,2,3,0,2,3,6,NDF,114,7,73,6,65.0
0,36,0,0,5,2,3,6,2,6,6,NDF,48,7,21,8,8.0
2,29,1,0,5,5,7,3,2,3,6,US,114,7,0,6,27.0
2,23,0,0,5,2,3,6,2,0,0,US,62,7,0,6,32.0
0,34,0,0,5,6,7,0,2,3,23,DE,114,7,73,6,62.0
1,26,0,23,5,2,3,6,0,0,0,NDF,114,7,43,2,2.0
0,50,0,0,5,2,3,0,2,3,23,NDF,131,6,64,6,341.0
2,26,1,25,5,2,3,6,3,8,0,NDF,114,3,68,11,34.0
2,30,0,0,5,2,3,6,2,3,6,NDF,114,7,73,6,15.0
2,32,0,25,5,2,3,6,3,8,0,US,109,2,73,11,34.0
1,31,0,0,5,2,3,6,2,3,6,other,131,7,63,6,750.0
2,32,0,0,5,2,3,3,2,3,23,US,114,0,0,6,5.0
1,24,1,25,5,2,3,6,3,8,0,NDF,114,7,68,11,4.0
1,50,0,0,5,2,3,6,2,6,6,NDF,131,6,64,8,103.0
2,41,1,0,5,2,3,6,2,7,17,NDF,114,3,59,10,23.0
2,26,0,0,5,7,5,0,2,6,10,US,114,7,0,8,52.0
2,99,2,12,5,2,3,6,0,4,0,NDF,114,7,0,2,6.0
0,30,0,0,5,7,7,0,2,6,6,US,13,0,0,8,8.0
1,46,1,0,5,5,7,3,2,3,6,NDF,114,7,43,6,58.0
0,36,0,0,5,6,7,3,2,6,11,US,43,3,19,8,3631.0
1,29,0,0,5,5,7,3,2,3,6,NDF,114,3,59,6,25.0
2,25,1,0,5,2,3,6,2,3,23,NDF,114,7,59,6,76.0
0,36,0,0,5,2,3,0,2,1,11,NDF,131,6,34,7,41.0
1,45,1,0,5,6,7,3,2,3,10,NDF,114,0,0,6,3.0
1,23,0,0,5,2,3,6,2,6,6,NDF,114,7,0,8,1328.0
1,22,0,0,5,2,3,0,2,3,10,NDF,48,7,21,6,0.0
1,24,0,0,5,2,3,6,2,8,0,US,114,7,68,11,1.0
0,29,0,0,5,2,3,0,2,3,6,NDF,114,3,43,6,17.0
1,27,0,0,5,2,3,0,2,3,23,other,62,7,37,6,588.0
1,27,0,0,5,5,7,3,2,3,23,US,110,2,73,8,538.0
2,26,0,8,5,2,3,3,2,6,6,NDF,21,6,4,8,468.0
1,22,0,0,5,6,7,0,2,3,23,US,114,7,73,6,25.0
1,33,1,0,5,2,3,0,2,6,6,NDF,119,3,59,8,1.0
1,33,1,0,5,2,3,6,2,3,23,NDF,24,3,25,6,404.0
1,21,1,0,5,2,3,6,2,3,6,NDF,114,7,63,6,88.0
0,27,0,0,5,2,3,6,2,8,17,NDF,45,7,20,10,549.0
1,28,1,25,5,2,3,6,3,8,0,US,114,3,68,11,12.0
1,24,0,0,5,2,3,0,2,6,6,US,114,2,11,8,21.0
0,36,0,0,5,2,3,6,2,4,0,other,114,7,73,6,14.0
1,19,0,0,5,2,3,6,2,3,23,PT,45,7,20,6,369.0
1,24,0,0,5,5,7,6,2,6,10,US,43,3,19,8,2517.0
1,22,1,25,5,2,3,6,3,8,0,NDF,4,0,0,11,326.0
1,47,0,0,5,6,7,3,2,6,10,US,114,7,75,8,8.0
1,28,0,0,5,5,7,3,2,6,6,US,114,7,73,8,62.0
2,42,0,0,5,5,7,3,2,3,23,NDF,48,7,0,6,20.0
2,44,1,25,5,2,3,6,3,8,0,NDF,114,3,68,11,101.0
1,45,1,0,5,5,7,3,2,3,6,NDF,114,7,73,6,201.0
1,46,1,24,5,2,3,0,2,7,17,US,110,2,73,10,70.0
2,36,0,0,5,2,3,6,2,6,10,US,114,7,43,8,39.0
1,24,1,0,5,2,3,6,2,6,10,NDF,114,7,73,8,33.0
2,33,1,0,5,2,3,6,2,3,23,NDF,114,7,43,6,14.0
2,26,1,0,5,7,5,6,2,8,17,NDF,22,2,14,11,139.0
1,28,1,0,5,2,3,6,2,3,6,NDF,114,3,25,6,83.0
1,21,1,0,5,5,7,3,2,6,6,NDF,114,7,0,8,9.0
2,63,0,0,5,5,7,3,2,6,10,other,114,7,73,8,0.0
1,29,0,0,5,2,3,0,2,3,23,NDF,114,7,73,6,19.0
2,40,1,23,5,2,3,6,0,0,0,US,114,7,43,2,40.0
0,18,0,0,5,2,3,6,2,6,6,other,114,7,43,8,4.0
0,46,0,0,5,2,3,0,2,6,11,FR,62,7,37,8,0.0
2,32,1,0,5,5,7,3,2,7,17,NDF,114,7,43,10,26.0
2,33,0,0,5,6,7,3,2,3,6,NDF,15,2,11,6,23.0
1,35,0,25,5,2,3,6,3,8,0,US,109,2,73,11,4.0
2,22,0,0,8,6,7,3,2,3,23,FR,114,7,43,6,101.0
1,28,0,0,5,2,3,0,2,6,6,NDF,114,7,43,8,21.0
1,55,1,0,5,2,3,6,2,3,23,NDF,110,2,73,6,12.0
2,52,0,0,5,2,3,6,2,6,10,US,114,7,0,8,13.0
2,33,1,25,5,2,3,6,3,7,0,US,109,2,73,10,23.0
2,45,1,25,5,2,3,6,3,8,0,NDF,109,2,73,11,14.0
2,22,1,0,8,4,7,3,2,6,6,PT,114,7,43,8,63.0
2,31,1,25,5,2,3,6,3,8,0,NDF,114,0,0,11,22.0
1,63,1,0,5,2,3,0,2,6,10,other,110,7,73,8,14.0
1,22,1,0,5,5,7,3,2,3,6,NDF,24,3,25,6,103.0
0,27,0,25,5,2,3,6,3,8,0,US,114,7,68,11,55.0
2,35,1,0,5,2,3,6,2,6,6,US,24,3,25,8,5225.0
2,53,1,0,5,2,3,0,2,3,23,US,114,3,75,6,54.0
1,26,0,0,5,5,7,6,2,3,23,NDF,114,7,43,10,12.0
1,27,0,25,5,2,3,6,3,8,0,US,114,7,68,11,20.0
1,29,1,0,5,2,3,6,2,3,23,NDF,114,7,73,6,21.0
1,38,0,0,5,2,3,6,2,3,6,US,106,7,45,6,0.0
1,24,1,0,5,5,7,3,2,3,6,NDF,114,7,43,6,21.0
0,48,0,0,5,2,3,0,2,3,23,US,114,7,75,6,27.0
2,45,1,0,5,2,3,6,2,3,6,US,45,7,20,6,323.0
0,40,0,0,5,2,3,6,2,7,17,NDF,106,7,45,10,0.0
2,27,1,0,5,2,3,0,2,3,10,US,106,7,45,6,0.0
1,25,1,0,5,6,7,3,2,6,6,NDF,24,3,25,8,38.0
1,48,1,0,5,6,7,3,2,6,6,NDF,62,3,73,8,593.0
2,28,0,24,5,2,3,6,1,8,17,NDF,114,7,68,11,29.0
2,32,1,0,5,5,7,3,2,3,23,US,114,7,0,6,1486.0
0,35,0,0,5,2,3,0,2,6,6,US,45,0,0,8,241.0
0,48,0,0,5,2,3,6,2,3,10,other,60,0,0,6,409.0
2,29,0,25,5,2,3,6,3,7,0,NDF,114,7,68,10,55.0
2,34,0,0,5,2,3,6,2,3,6,DE,48,7,0,6,4.0
1,28,0,0,5,2,3,6,2,6,11,other,114,2,73,10,49.0
1,25,0,0,5,5,7,0,2,3,6,GB,62,7,73,6,25.0
1,25,0,0,5,2,3,0,2,3,23,US,114,7,43,6,47.0
1,32,0,25,5,2,3,6,3,8,0,US,114,3,68,11,61.0
2,28,1,25,5,2,3,6,3,8,0,other,114,7,73,11,5.0
1,24,1,0,23,2,3,6,2,3,6,NDF,114,7,43,6,47.0
2,27,0,0,5,2,3,0,2,3,23,US,127,7,43,6,6.0
1,62,0,0,5,2,3,0,2,3,10,NDF,60,0,0,6,37.0
1,40,1,0,5,1,7,3,2,3,23,NDF,114,3,43,6,1.0
0,43,0,0,5,2,3,6,2,6,6,other,114,7,73,8,21.0
2,53,1,0,5,5,7,3,2,7,17,NDF,45,7,0,10,1.0
2,29,0,0,5,2,3,6,2,3,6,other,48,7,0,6,56.0
1,33,0,0,5,2,3,6,2,8,0,US,114,7,73,6,4.0
1,25,1,25,5,2,3,6,3,8,0,NDF,114,7,68,11,8.0
2,50,1,0,5,5,7,3,2,3,6,NDF,114,7,43,6,62.0
1,29,0,24,5,2,3,0,1,8,17,other,43,6,56,0,0.0
1,36,0,0,5,1,7,3,2,7,17,NDF,114,7,73,10,19.0
1,39,0,0,5,2,3,6,2,8,17,NDF,96,0,0,8,3.0
2,39,1,23,5,2,3,6,0,0,0,NDF,114,7,0,2,16.0
1,34,0,0,5,2,3,6,2,6,6,NDF,114,3,43,8,28.0
2,32,0,0,5,2,3,0,2,3,6,NDF,114,7,43,6,1.0
0,19,0,0,5,2,3,6,2,3,10,other,106,7,45,6,2.0
2,24,1,0,5,5,7,3,2,6,6,NDF,114,3,11,8,55.0
1,36,1,0,5,5,7,3,2,3,23,NDF,114,7,43,6,109.0
0,29,0,0,5,2,3,6,2,3,6,US,106,2,31,6,69.0
2,49,0,0,5,6,7,3,2,3,10,other,114,7,73,6,19.0
2,25,0,25,5,2,3,6,3,8,0,US,114,3,68,11,1.0
1,29,0,0,5,2,3,6,2,1,11,other,114,7,43,2,20.0
1,33,1,24,5,2,3,0,2,0,7,US,109,2,73,0,92.0
0,23,0,0,14,5,1,3,2,6,6,US,114,2,73,8,84.0
2,35,1,0,5,5,7,3,2,6,6,US,119,7,59,8,111.0
2,26,1,0,5,6,7,3,2,7,17,NDF,24,3,25,10,135.0
0,43,0,0,5,5,7,3,2,7,17,US,106,7,45,10,0.0
0,21,0,0,5,2,3,6,2,3,6,US,97,7,37,6,66.0
1,28,0,25,5,2,3,6,3,8,0,US,109,2,73,11,0.0
2,26,1,0,5,2,3,6,2,3,23,US,43,6,18,6,0.0
1,27,0,0,5,2,3,0,2,6,6,NDF,48,7,0,8,74.0
1,24,0,0,5,2,3,6,2,6,6,NDF,114,7,43,8,37.0
0,29,0,0,5,2,3,0,2,6,6,US,114,3,43,8,1138.0
2,27,0,25,5,2,3,6,3,8,0,US,114,7,73,11,12.0
2,29,0,25,5,2,3,6,3,8,17,NDF,114,7,68,11,6.0
2,70,0,0,5,5,7,3,2,6,10,NDF,45,7,20,8,330.0
2,28,1,0,5,2,3,0,2,3,6,US,114,2,11,6,5.0
0,26,0,25,5,2,3,6,3,8,0,US,114,0,0,11,488.0
1,25,1,25,23,2,3,6,3,8,0,NDF,114,7,68,11,11.0
1,33,1,0,5,2,3,0,2,6,10,NDF,21,7,4,8,1655.0
2,23,1,0,5,2,3,6,2,6,6,NDF,56,0,0,8,21.0
2,33,0,0,5,5,7,3,2,3,23,NDF,56,7,25,2,22.0
1,42,0,0,5,2,3,0,2,3,23,NDF,110,2,73,6,74.0
1,30,0,0,5,5,7,3,2,3,10,FR,114,7,73,6,5.0
2,60,0,0,5,5,7,3,2,6,10,US,45,7,20,8,211.0
2,57,0,0,5,2,3,3,2,3,6,US,45,7,0,6,125.0
0,23,0,25,5,2,3,6,3,8,0,US,114,7,73,11,2.0
0,32,0,0,5,2,3,0,2,3,23,US,110,2,73,6,13.0
2,19,1,25,16,2,3,6,3,8,0,NDF,114,7,68,11,8.0
0,52,0,0,5,5,1,3,2,6,11,US,106,7,45,8,0.0
2,30,1,24,5,2,3,0,2,8,17,US,109,0,0,0,50.0
1,35,1,0,5,2,3,6,2,1,11,NDF,24,6,32,7,0.0
2,30,1,23,14,2,3,6,0,0,0,NDF,35,7,72,2,22.0
2,28,0,25,5,2,3,6,3,8,0,US,114,0,0,11,25.0
1,22,0,25,5,2,3,6,3,8,0,US,114,3,68,11,86.0
1,36,0,0,5,2,3,0,2,3,23,NDF,62,7,73,6,62.0
2,33,1,0,5,2,3,6,2,3,6,US,114,7,59,6,48.0
1,31,0,0,5,7,7,0,2,6,6,FR,110,2,73,8,35.0
0,25,0,25,3,2,3,0,3,8,17,ES,114,0,0,11,30.0
2,25,1,25,13,2,3,6,3,8,0,NDF,114,7,68,11,7.0
1,39,1,0,5,1,7,3,2,6,6,NDF,62,0,0,8,260.0
1,32,1,24,5,2,3,6,2,8,0,US,114,3,0,11,10.0
1,22,0,25,5,2,3,6,3,8,0,NDF,76,0,0,11,19.0
0,43,0,0,5,2,3,6,2,3,10,US,114,7,73,6,23.0
2,37,0,0,5,2,3,6,2,3,23,NDF,131,6,63,6,422.0
1,51,0,0,5,7,1,0,2,6,6,NDF,45,7,0,8,375.0
1,44,0,25,5,2,3,6,3,8,0,US,109,2,73,11,24.0
1,57,0,0,5,2,3,3,2,6,6,US,114,0,0,8,2.0
0,34,0,0,5,2,3,6,2,6,6,US,45,7,73,8,272.0
1,46,0,23,5,2,3,6,0,0,0,US,114,7,43,2,13.0
0,34,0,25,5,2,3,6,3,8,0,NDF,114,7,68,11,7.0
2,28,1,25,14,2,3,6,3,8,0,NDF,114,7,68,11,9.0
2,23,1,25,5,2,3,6,3,8,0,NDF,109,2,73,11,16.0
2,31,1,0,5,2,3,6,2,3,23,NDF,114,7,43,6,3.0
2,38,1,0,20,6,7,6,2,3,6,NDF,114,3,43,6,32.0
1,44,1,25,5,2,3,6,3,8,0,NDF,114,7,68,11,14.0
0,27,0,25,5,2,3,6,3,8,0,NDF,4,6,0,11,328.0
1,21,1,0,20,2,3,0,2,0,7,NDF,109,2,73,0,86.0
0,29,0,0,5,5,7,3,2,3,23,US,114,7,43,6,222.0
1,45,0,0,5,6,7,3,2,3,23,US,114,7,0,6,19.0
2,30,1,25,5,2,3,6,3,8,0,US,114,0,0,11,36.0
1,23,1,25,5,2,3,6,3,8,0,US,114,7,73,11,11.0
1,45,1,25,5,2,3,6,3,8,0,NDF,114,3,73,11,5.0
1,27,0,25,14,2,3,6,3,8,0,NDF,114,7,68,11,28.0
2,26,0,25,5,2,3,6,3,8,0,NDF,107,3,70,11,51.0
2,39,1,25,5,2,3,6,3,8,0,NDF,4,0,0,11,84.0
0,57,0,0,5,5,7,3,2,3,23,US,43,0,0,6,53.0
